,Год приёмной компании,Пол,Ср. балл док-та об образовании,Вид приема,Приоритет,Направление подготовки,Сумма баллов,Сумма баллов за индивидуальные достижения,Приказ о зачислении
332,2019,Ж,5,Общий конкурс,2,08.05.01 Строительство уникальных зданий и сооружений,221,10,0
333,2019,Ж,5,По договору,6,"08.05.02 Строительство, эксплуатация, восстановление и техническое прикрытие автомобильных дорог, мостов и тоннелей",221,10,0
334,2019,Ж,5,Общий конкурс,3,"08.05.02 Строительство, эксплуатация, восстановление и техническое прикрытие автомобильных дорог, мостов и тоннелей",221,10,0
335,2019,Ж,4.667,По договору,5,08.03.01 Строительство,201,0,0
336,2019,Ж,4.667,Общий конкурс,3,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,201,0,0
337,2019,Ж,4.667,По договору,6,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,201,0,0
338,2019,Ж,4.667,Общий конкурс,1,08.03.01 Строительство,201,0,1
339,2019,Ж,4.667,По договору,4,09.03.02 Информационные системы и технологии,201,0,0
340,2019,Ж,4.667,Общий конкурс,2,09.03.02 Информационные системы и технологии,201,0,0
341,2019,М,4.5,По договору,1,21.03.01 Нефтегазовое дело,186,0,0
342,2019,М,4.438,Общий конкурс,1,08.03.01 Строительство,216,5,0
343,2019,М,4.438,Общий конкурс,2,08.05.01 Строительство уникальных зданий и сооружений,216,5,0
344,2019,М,4.438,Общий конкурс,3,"08.05.02 Строительство, эксплуатация, восстановление и техническое прикрытие автомобильных дорог, мостов и тоннелей",216,5,0
345,2019,М,3.48,По договору,1,21.03.01 Нефтегазовое дело,0,0,0
346,2019,Ж,3.708,Общий конкурс,1,20.03.01 Техносферная безопасность,196,0,0
347,2019,Ж,3.708,По договору,2,20.03.01 Техносферная безопасность,196,0,0
348,2019,М,4.068,По договору,1,18.03.01 Химическая технология,174,0,0
349,2019,М,4.409,Общий конкурс,3,13.03.02 Электроэнергетика и электротехника,181,0,0
350,2019,М,4.409,Общий конкурс,2,15.03.04 Автоматизация технологических процессов и производств,181,0,0
351,2019,М,4.409,По договору,1,15.03.04 Автоматизация технологических процессов и производств,181,0,0
352,2019,М,3.618,По договору,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,258,0,0
353,2019,М,3.618,По договору,2,13.03.02 Электроэнергетика и электротехника,258,0,0
354,2019,М,3.618,По договору,3,15.03.04 Автоматизация технологических процессов и производств,258,0,0
355,2019,М,4.161,Общий конкурс,1,15.03.04 Автоматизация технологических процессов и производств,260,0,1
356,2019,М,4.161,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,260,0,0
357,2019,Ж,,,,,,,0
358,2019,М,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,254,10,0
359,2019,Ж,4.438,Общий конкурс,1,27.03.02 Управление качеством,167,0,0
360,2019,Ж,4.438,По договору,2,38.03.07 Товароведение,186,0,0
361,2019,Ж,4.438,По договору,3,27.03.02 Управление качеством,167,0,0
362,2019,Ж,5,Общий конкурс,1,20.03.01 Техносферная безопасность,190,0,0
363,2019,М,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,232,10,0
364,2019,М,5,По договору,2,21.03.01 Нефтегазовое дело,232,10,0
365,2019,М,4.333,По договору,4,27.03.04 Управление в технических системах,207,10,0
366,2019,М,4.333,По договору,5,09.03.02 Информационные системы и технологии,207,10,0
367,2019,М,4.333,Общий конкурс,2,09.03.02 Информационные системы и технологии,207,10,0
368,2019,М,4.333,По договору,6,08.03.01 Строительство,207,10,0
369,2019,М,4.333,Общий конкурс,1,08.03.01 Строительство,207,10,1
370,2019,М,4.333,Общий конкурс,3,27.03.04 Управление в технических системах,207,10,0
371,2019,М,3.82,По договору,1,21.03.01 Нефтегазовое дело,136,0,0
372,2019,М,4.2,По договору,6,20.03.01 Техносферная безопасность,148,0,0
373,2019,М,4.2,Общий конкурс,1,23.03.01 Технология транспортных процессов,148,0,0
374,2019,М,4.2,По договору,4,23.03.01 Технология транспортных процессов,148,0,0
375,2019,М,4.2,Общий конкурс,2,13.03.01 Теплоэнергетика и теплотехника,148,0,0
376,2019,М,4.2,По договору,5,13.03.01 Теплоэнергетика и теплотехника,148,0,0
377,2019,М,4.2,Общий конкурс,3,20.03.01 Техносферная безопасность,148,0,0
378,2019,М,4.167,По договору,1,15.03.04 Автоматизация технологических процессов и производств,192,0,0
379,2019,М,4.167,По договору,2,21.03.01 Нефтегазовое дело,192,0,0
380,2019,М,3.857,По договору,1,21.03.01 Нефтегазовое дело,140,0,0
381,2019,Ж,5,Общий конкурс,2,18.03.01 Химическая технология,245,5,0
382,2019,Ж,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,245,5,0
383,2019,Ж,5,Общий конкурс,2,12.03.04 Биотехнические системы и технологии,278,10,0
384,2019,Ж,5,По договору,4,08.05.01 Строительство уникальных зданий и сооружений,278,10,0
385,2019,Ж,5,Общий конкурс,3,15.03.04 Автоматизация технологических процессов и производств,278,10,0
386,2019,Ж,5,По договору,6,15.03.04 Автоматизация технологических процессов и производств,278,10,0
387,2019,Ж,5,По договору,5,12.03.04 Биотехнические системы и технологии,278,10,0
388,2019,Ж,5,Общий конкурс,1,08.05.01 Строительство уникальных зданий и сооружений,278,10,1
389,2019,М,4.258,По договору,1,18.03.01 Химическая технология,204,0,0
390,2019,М,4.258,По договору,3,15.03.04 Автоматизация технологических процессов и производств,204,0,0
